Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","GCP, SPARK, KUBERNETES",23,10,2026-05-16T19:22:46.100825+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"Aws Platforms, Cloud Infrastructure Services","AWS, BIGQUERY, DATABRICKS",32,18,2026-05-16T19:22:46.100872+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Aws Platforms, Cloud Infrastructure Services","AWS, SQL, SPARK",15,18,2026-05-16T19:22:46.100923+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"Airflow Platforms, Cloud Infrastructure Services","AIRFLOW, DATABRICKS, PYTHON",28,24,2026-05-16T19:22:46.100968+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","SNOWFLAKE, GCP, SPARK",24,12,2026-05-16T19:22:46.101017+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","BIGQUERY, GCP, DATABRICKS",33,27,2026-05-16T19:22:46.101071+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"Snowflake Platforms, Cloud Infrastructure Services","SNOWFLAKE, VERTEX AI, BIGQUERY",27,17,2026-05-16T19:22:46.101123+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"Vertex ai Platforms, Cloud Infrastructure Services","VERTEX AI, SNOWFLAKE, AIRFLOW",23,11,2026-05-16T19:22:46.101169+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Etl Platforms, Cloud Infrastructure Services","ETL, AWS, BIGQUERY",32,19,2026-05-16T19:22:46.101220+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Cloud Architecture","VERTEX AI, GCP, KUBERNETES",25,11,2026-05-16T19:22:46.101269+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, PYTHON, SNOWFLAKE",20,16,2026-05-16T19:22:46.101323+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, AIRFLOW, KUBERNETES",24,17,2026-05-16T19:22:46.101536+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Snowflake Platforms, Cloud Infrastructure Services","SNOWFLAKE, ETL, BIGQUERY",26,10,2026-05-16T19:22:46.101635+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, BIGQUERY, AIRFLOW",18,17,2026-05-16T19:22:46.101695+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","SPARK, PYSPARK, ETL",32,11,2026-05-16T19:22:46.101759+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Snowflake Platforms, Cloud Infrastructure Services","SNOWFLAKE, AWS, SPARK",35,14,2026-05-16T19:22:46.101856+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Airflow Platforms, Cloud Infrastructure Services","AIRFLOW, PYTHON, DATABRICKS",26,10,2026-05-16T19:22:46.101927+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Cloud Architecture","ETL, SPARK, PYSPARK",31,9,2026-05-16T19:22:46.101976+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Snowflake Platforms, Cloud Infrastructure Services","SNOWFLAKE, BIGQUERY, AIRFLOW",32,16,2026-05-16T19:22:46.102037+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"Kubernetes Platforms, Cloud Infrastructure Services","KUBERNETES, VERTEX AI, AIRFLOW",17,25,2026-05-16T19:22:46.102096+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"Airflow Platforms, Cloud Infrastructure Services","AIRFLOW, PYTHON, DATABRICKS",17,13,2026-05-16T19:22:46.102148+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, VERTEX AI, KUBERNETES",34,19,2026-05-16T19:22:46.102214+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Cloud Architecture","SNOWFLAKE, SQL, PYSPARK",26,23,2026-05-16T19:22:46.102279+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Python Platforms, Cloud Infrastructure Services","PYTHON, BIGQUERY, AWS",18,23,2026-05-16T19:22:46.102328+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Spark Platforms, Cloud Infrastructure Services","SPARK, VERTEX AI, PYTHON",22,19,2026-05-16T19:22:46.102379+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Cloud Architecture","SQL, AIRFLOW, PYSPARK",21,15,2026-05-16T19:22:46.102426+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Databricks Platforms, Cloud Infrastructure Services","DATABRICKS, AWS, ETL",31,8,2026-05-16T19:22:46.102651+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","GCP, BIGQUERY, DATABRICKS",29,22,2026-05-16T19:22:46.102723+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, ETL, SNOWFLAKE",33,12,2026-05-16T19:22:46.102787+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Cloud Architecture","AIRFLOW, PYSPARK, GCP",27,28,2026-05-16T19:22:46.102852+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Vertex ai Platforms, Cloud Infrastructure Services","VERTEX AI, AWS, BIGQUERY",29,21,2026-05-16T19:22:46.102912+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Etl Platforms, Cloud Infrastructure Services","ETL, KUBERNETES, DATABRICKS",28,12,2026-05-16T19:22:46.102967+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Cloud Architecture","BIGQUERY, AIRFLOW, PYSPARK",17,8,2026-05-16T19:22:46.103019+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Aws Platforms, Cloud Infrastructure Services","AWS, SQL, BIGQUERY",30,24,2026-05-16T19:22:46.103068+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Cloud Architecture","SNOWFLAKE, PYSPARK, ETL",31,16,2026-05-16T19:22:46.103118+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Databricks Platforms, Cloud Infrastructure Services","DATABRICKS, SQL, AWS",32,11,2026-05-16T19:22:46.103164+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, VERTEX AI, AIRFLOW",23,18,2026-05-16T19:22:46.103214+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","GCP, SPARK, BIGQUERY",30,22,2026-05-16T19:22:46.103259+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Cloud Architecture","AWS, PYSPARK, SPARK",16,19,2026-05-16T19:22:46.103309+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Cloud Architecture","BIGQUERY, PYSPARK, KUBERNETES",15,8,2026-05-16T19:22:46.103354+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Cloud Architecture","VERTEX AI, DATABRICKS, GCP",35,15,2026-05-16T19:22:46.103405+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, KUBERNETES, AWS",17,22,2026-05-16T19:22:46.103453+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","GCP, AIRFLOW, SPARK",21,17,2026-05-16T19:22:46.103578+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, VERTEX AI, PYTHON",35,12,2026-05-16T19:22:46.103628+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Snowflake Platforms, Cloud Infrastructure Services","SNOWFLAKE, PYTHON, AWS",29,28,2026-05-16T19:22:46.103679+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Cloud Architecture","SQL, PYSPARK, VERTEX AI",33,18,2026-05-16T19:22:46.103726+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"Spark Platforms, Cloud Infrastructure Services","SPARK, BIGQUERY, AIRFLOW",23,25,2026-05-16T19:22:46.103778+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, DATABRICKS, SPARK",35,18,2026-05-16T19:22:46.103836+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, KUBERNETES, SPARK",26,11,2026-05-16T19:22:46.103887+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","GCP, SPARK, VERTEX AI",31,10,2026-05-16T19:22:46.103931+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Cloud Architecture","SPARK, AWS, GCP",24,25,2026-05-16T19:22:46.103983+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Cloud Architecture","BIGQUERY, SPARK, GCP",20,15,2026-05-16T19:22:46.104031+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","SPARK, SQL, GCP",20,28,2026-05-16T19:22:46.104080+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Cloud Architecture","PYTHON, ETL, GCP",33,26,2026-05-16T19:22:46.104132+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Kubernetes Platforms, Cloud Infrastructure Services","KUBERNETES, PYTHON, SQL",25,12,2026-05-16T19:22:46.104183+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"Spark Platforms, Cloud Infrastructure Services","SPARK, VERTEX AI, ETL",18,9,2026-05-16T19:22:46.104230+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"Python Platforms, Cloud Infrastructure Services","PYTHON, SNOWFLAKE, SPARK",15,23,2026-05-16T19:22:46.104283+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Cloud Architecture","AWS, PYSPARK, PYTHON",17,9,2026-05-16T19:22:46.104332+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Cloud Architecture","SQL, GCP, BIGQUERY",29,10,2026-05-16T19:22:46.104385+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Etl Platforms, Cloud Infrastructure Services","ETL, VERTEX AI, AWS",25,18,2026-05-16T19:22:46.104431+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, AIRFLOW, VERTEX AI",30,18,2026-05-16T19:22:46.104481+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","VERTEX AI, PYSPARK, SPARK",30,14,2026-05-16T19:22:46.104532+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","KUBERNETES, PYSPARK, AIRFLOW",27,23,2026-05-16T19:22:46.104580+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Vertex ai Platforms, Cloud Infrastructure Services","VERTEX AI, DATABRICKS, KUBERNETES",29,20,2026-05-16T19:22:46.104625+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYTHON, PYSPARK, AWS",32,12,2026-05-16T19:22:46.104677+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"Databricks Platforms, Cloud Infrastructure Services","DATABRICKS, KUBERNETES, VERTEX AI",24,13,2026-05-16T19:22:46.104723+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Etl Platforms, Cloud Infrastructure Services","ETL, SPARK, SNOWFLAKE",23,10,2026-05-16T19:22:46.104772+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"Airflow Platforms, Cloud Infrastructure Services","AIRFLOW, SNOWFLAKE, BIGQUERY",18,10,2026-05-16T19:22:46.104828+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","SQL, PYSPARK, SPARK",17,11,2026-05-16T19:22:46.104878+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"Vertex ai Platforms, Cloud Infrastructure Services","VERTEX AI, AWS, KUBERNETES",20,28,2026-05-16T19:22:46.104923+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, VERTEX AI, PYTHON",28,15,2026-05-16T19:22:46.104972+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"Snowflake Platforms, Cloud Infrastructure Services","SNOWFLAKE, SPARK, KUBERNETES",34,12,2026-05-16T19:22:46.105017+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Cloud Architecture","KUBERNETES, VERTEX AI, GCP",32,10,2026-05-16T19:22:46.105068+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Cloud Architecture","GCP, PYSPARK, SNOWFLAKE",21,26,2026-05-16T19:22:46.105113+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, GCP, SNOWFLAKE",20,10,2026-05-16T19:22:46.105162+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Cloud Architecture","GCP, PYSPARK, SPARK",34,27,2026-05-16T19:22:46.105211+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, SPARK, SNOWFLAKE",18,21,2026-05-16T19:22:46.105260+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, DATABRICKS, KUBERNETES",21,20,2026-05-16T19:22:46.105305+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, SQL, SPARK",15,14,2026-05-16T19:22:46.105353+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Python Platforms, Cloud Infrastructure Services","PYTHON, AIRFLOW, AWS",34,10,2026-05-16T19:22:46.105397+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Southeast Michigan,"Python Platforms, Cloud Infrastructure Services","PYTHON, SPARK, SNOWFLAKE",24,14,2026-05-16T19:22:46.105446+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Kubernetes Platforms, Cloud Infrastructure Services","KUBERNETES, SPARK, VERTEX AI",26,24,2026-05-16T19:22:46.105503+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Northwest Michigan,"Sql Platforms, Cloud Infrastructure Services","SQL, ETL, AWS",29,26,2026-05-16T19:22:46.105556+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Databricks Platforms, Cloud Infrastructure Services","DATABRICKS, PYTHON, ETL",29,26,2026-05-16T19:22:46.105602+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",West Michigan,"Spark Platforms, Cloud Infrastructure Services","SPARK, SQL, ETL",34,21,2026-05-16T19:22:46.105652+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","GCP, ETL, SPARK",15,12,2026-05-16T19:22:46.105697+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYSPARK, VERTEX AI, BIGQUERY",33,12,2026-05-16T19:22:46.105746+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYTHON, SNOWFLAKE, PYSPARK",30,15,2026-05-16T19:22:46.105793+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYTHON, ETL, GCP",25,8,2026-05-16T19:22:46.105853+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Cloud Architecture","PYTHON, VERTEX AI, GCP",30,21,2026-05-16T19:22:46.105899+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",Upper Peninsula,"Bigquery Platforms, Cloud Infrastructure Services","BIGQUERY, SNOWFLAKE, ETL",25,26,2026-05-16T19:22:46.105948+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Cloud Architecture","ETL, PYSPARK, KUBERNETES",35,13,2026-05-16T19:22:46.105993+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"Tech, Data & Enterprise IT Services",Principal Data Engineer PySpark GCP Specialist,"Michigan, USA",East Michigan,"Snowflake Platforms, Cloud Infrastructure Services","SNOWFLAKE, AWS, AIRFLOW",23,20,2026-05-16T19:22:46.106043+00:00
