Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",South Central Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'IoT Sensor Networks', 'Microgrid Control', 'Power Systems']",15,19,2026-05-16T19:13:21.287810+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Northwest Michigan,Smart Grid Architectures & Solar Storage Arrays,"['IoT Sensor Networks', 'Microgrid Control', 'Solar Storage Systems', 'Sustainability Mapping']",26,22,2026-05-16T19:13:21.287821+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",South Central Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Power Systems', 'SCADA', 'Solar Storage Systems', 'Wind Telemetry']",19,27,2026-05-16T19:13:21.287834+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Southeast Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['SCADA', 'Smart Grid Cert', 'Sustainability Mapping', 'Wind Telemetry']",24,20,2026-05-16T19:13:21.287844+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Upper Peninsula,Smart Grid Architectures & Solar Storage Arrays,"['Microgrid Control', 'Power Systems', 'SCADA', 'Sustainability Mapping']",30,24,2026-05-16T19:13:21.287855+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Microgrid Control', 'Solar Storage Systems', 'Sustainability Mapping']",33,10,2026-05-16T19:13:21.287865+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",West Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Microgrid Control', 'Python', 'Solar Storage Systems']",35,10,2026-05-16T19:13:21.287878+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",North East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Smart Grid Cert', 'Sustainability Mapping', 'Wind Telemetry']",31,19,2026-05-16T19:13:21.287889+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Microgrid Control', 'Power Systems', 'Python', 'Solar Storage Systems']",35,26,2026-05-16T19:13:21.287901+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",West Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['IoT Sensor Networks', 'Power Systems', 'Smart Grid Cert', 'Wind Telemetry']",28,24,2026-05-16T19:13:21.287913+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",South Central Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['IoT Sensor Networks', 'Power Systems', 'Smart Grid Cert', 'Solar Storage Systems']",18,24,2026-05-16T19:13:21.287944+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",West Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'Microgrid Control', 'Solar Storage Systems', 'Wind Telemetry']",20,13,2026-05-16T19:13:21.287959+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'IoT Sensor Networks', 'SCADA', 'Sustainability Mapping']",22,19,2026-05-16T19:13:21.287973+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'IoT Sensor Networks', 'Smart Grid Cert', 'Sustainability Mapping']",17,16,2026-05-16T19:13:21.287985+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Microgrid Control', 'Power Systems', 'Smart Grid Cert']",32,16,2026-05-16T19:13:21.287995+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'IoT Sensor Networks', 'Python', 'Wind Telemetry']",24,27,2026-05-16T19:13:21.288005+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Northwest Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'SCADA', 'Solar Storage Systems', 'Wind Telemetry']",31,28,2026-05-16T19:13:21.288015+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['IoT Sensor Networks', 'Python', 'Sustainability Mapping', 'Wind Telemetry']",33,12,2026-05-16T19:13:21.288025+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Microgrid Control', 'Power Systems', 'Python']",34,27,2026-05-16T19:13:21.288059+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'IoT Sensor Networks', 'Power Systems', 'Smart Grid Cert']",16,8,2026-05-16T19:13:21.288074+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Southeast Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Power Systems', 'Python', 'Solar Storage Systems']",35,26,2026-05-16T19:13:21.288086+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Microgrid Control', 'Power Systems', 'Python']",21,26,2026-05-16T19:13:21.288097+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Microgrid Control', 'Power Systems', 'SCADA', 'Solar Storage Systems']",35,8,2026-05-16T19:13:21.288106+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Python', 'Smart Grid Cert', 'Wind Telemetry']",32,17,2026-05-16T19:13:21.288129+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Upper Peninsula,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Grid Integration', 'Python', 'SCADA']",30,15,2026-05-16T19:13:21.288143+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",South Central Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Python', 'SCADA', 'Wind Telemetry']",27,17,2026-05-16T19:13:21.288156+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Microgrid Control', 'Python', 'Smart Grid Cert', 'Solar Storage Systems']",16,13,2026-05-16T19:13:21.288167+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",North East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Grid Integration', 'Microgrid Control', 'Python']",30,22,2026-05-16T19:13:21.288177+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",West Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Grid Integration', 'Microgrid Control', 'Python']",34,12,2026-05-16T19:13:21.288188+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Grid Integration', 'IoT Sensor Networks', 'Wind Telemetry']",25,19,2026-05-16T19:13:21.288199+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Microgrid Control', 'Power Systems', 'Smart Grid Cert']",26,24,2026-05-16T19:13:21.288209+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Northwest Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Microgrid Control', 'SCADA', 'Solar Storage Systems']",25,15,2026-05-16T19:13:21.288221+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['IoT Sensor Networks', 'Python', 'Sustainability Mapping', 'Wind Telemetry']",23,22,2026-05-16T19:13:21.288232+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",West Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Microgrid Control', 'SCADA', 'Solar Storage Systems']",18,9,2026-05-16T19:13:21.288242+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Python', 'Smart Grid Cert', 'Solar Storage Systems', 'Wind Telemetry']",34,21,2026-05-16T19:13:21.288253+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",West Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Grid Integration', 'Microgrid Control', 'Sustainability Mapping']",25,26,2026-05-16T19:13:21.288265+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Upper Peninsula,MATLAB Simulink Power Systems & Grid Integration,"['IoT Sensor Networks', 'Microgrid Control', 'Power Systems', 'Wind Telemetry']",21,13,2026-05-16T19:13:21.288277+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['IoT Sensor Networks', 'Microgrid Control', 'Python', 'Smart Grid Cert']",29,23,2026-05-16T19:13:21.288303+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'IoT Sensor Networks', 'Python', 'Smart Grid Cert']",15,10,2026-05-16T19:13:21.288317+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Python', 'Smart Grid Cert', 'Sustainability Mapping', 'Wind Telemetry']",29,15,2026-05-16T19:13:21.288330+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Microgrid Control', 'Python', 'Sustainability Mapping']",26,9,2026-05-16T19:13:21.288341+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Southeast Michigan,MATLAB Simulink Power Systems & Grid Integration,"['IoT Sensor Networks', 'Power Systems', 'SCADA', 'Smart Grid Cert']",30,27,2026-05-16T19:13:21.288364+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",South Central Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Python', 'SCADA', 'Solar Storage Systems', 'Sustainability Mapping']",30,17,2026-05-16T19:13:21.288380+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Northwest Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Python', 'SCADA', 'Smart Grid Cert', 'Solar Storage Systems']",18,21,2026-05-16T19:13:21.288391+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",West Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Microgrid Control', 'Power Systems', 'Python', 'SCADA']",26,20,2026-05-16T19:13:21.288402+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Power Systems', 'Solar Storage Systems', 'Wind Telemetry']",27,9,2026-05-16T19:13:21.288412+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",Northwest Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Microgrid Control', 'Power Systems', 'Solar Storage Systems']",21,19,2026-05-16T19:13:21.288421+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Power Systems', 'SCADA', 'Solar Storage Systems', 'Sustainability Mapping']",17,20,2026-05-16T19:13:21.288430+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Power Systems', 'Python', 'SCADA', 'Solar Storage Systems']",32,16,2026-05-16T19:13:21.288438+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",South Central Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Microgrid Control', 'Python', 'Smart Grid Cert']",34,11,2026-05-16T19:13:21.288445+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",West Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'IoT Sensor Networks', 'Smart Grid Cert', 'Solar Storage Systems']",27,19,2026-05-16T19:13:21.288467+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",South Central Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Python', 'Smart Grid Cert', 'Solar Storage Systems', 'Wind Telemetry']",32,19,2026-05-16T19:13:21.288477+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",South Central Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Power Systems', 'Python', 'Smart Grid Cert']",21,27,2026-05-16T19:13:21.288485+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'SCADA', 'Smart Grid Cert', 'Solar Storage Systems']",31,9,2026-05-16T19:13:21.288492+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Southeast Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'IoT Sensor Networks', 'Microgrid Control', 'Solar Storage Systems']",19,18,2026-05-16T19:13:21.288499+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",South Central Michigan,MATLAB Simulink Power Systems & Grid Integration,"['IoT Sensor Networks', 'Microgrid Control', 'Solar Storage Systems', 'Wind Telemetry']",31,22,2026-05-16T19:13:21.288514+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Power Systems', 'Solar Storage Systems', 'Sustainability Mapping']",31,12,2026-05-16T19:13:21.288526+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['IoT Sensor Networks', 'SCADA', 'Solar Storage Systems', 'Sustainability Mapping']",25,13,2026-05-16T19:13:21.288535+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'IoT Sensor Networks', 'Power Systems', 'Solar Storage Systems']",24,26,2026-05-16T19:13:21.288543+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Grid Integration', 'Python', 'Sustainability Mapping']",31,25,2026-05-16T19:13:21.288551+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Microgrid Control', 'SCADA', 'Solar Storage Systems']",33,17,2026-05-16T19:13:21.288567+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",North East Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Python', 'SCADA', 'Smart Grid Cert']",26,18,2026-05-16T19:13:21.288576+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'IoT Sensor Networks', 'SCADA', 'Smart Grid Cert']",28,26,2026-05-16T19:13:21.288584+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'IoT Sensor Networks', 'Python', 'Smart Grid Cert']",35,8,2026-05-16T19:13:21.288600+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['IoT Sensor Networks', 'Smart Grid Cert', 'Solar Storage Systems', 'Sustainability Mapping']",23,28,2026-05-16T19:13:21.288612+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",South Central Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Microgrid Control', 'Sustainability Mapping', 'Wind Telemetry']",33,15,2026-05-16T19:13:21.288623+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Grid Integration', 'Power Systems', 'SCADA', 'Sustainability Mapping']",33,23,2026-05-16T19:13:21.288631+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",West Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'Power Systems', 'Smart Grid Cert', 'Wind Telemetry']",35,27,2026-05-16T19:13:21.288638+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",South Central Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Grid Integration', 'Microgrid Control', 'SCADA']",19,15,2026-05-16T19:13:21.288646+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Southeast Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Power Systems', 'Python', 'SCADA', 'Wind Telemetry']",18,14,2026-05-16T19:13:21.288653+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Southeast Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Microgrid Control', 'Power Systems', 'Sustainability Mapping', 'Wind Telemetry']",25,21,2026-05-16T19:13:21.288661+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",West Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Microgrid Control', 'Power Systems', 'Smart Grid Cert', 'Sustainability Mapping']",21,21,2026-05-16T19:13:21.288668+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Renewable Energy Project Manager,"Michigan, USA",Northwest Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Microgrid Control', 'Python', 'Smart Grid Cert', 'Wind Telemetry']",30,9,2026-05-16T19:13:21.288676+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Upper Peninsula,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['Energy Analytics', 'Python', 'Sustainability Mapping', 'Wind Telemetry']",31,14,2026-05-16T19:13:21.288683+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'Python', 'Sustainability Mapping', 'Wind Telemetry']",30,24,2026-05-16T19:13:21.288690+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",North East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Python', 'SCADA', 'Sustainability Mapping']",20,22,2026-05-16T19:13:21.288698+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Microgrid Control', 'SCADA', 'Smart Grid Cert', 'Solar Storage Systems']",32,19,2026-05-16T19:13:21.288713+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",Upper Peninsula,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Power Systems', 'SCADA', 'Wind Telemetry']",35,16,2026-05-16T19:13:21.288724+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Smart Grid SCADA Operator,"Michigan, USA",Northwest Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Grid Integration', 'Python', 'Wind Telemetry']",21,15,2026-05-16T19:13:21.288732+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Grid Integration Engineer,"Michigan, USA",East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Grid Integration', 'IoT Sensor Networks', 'Power Systems', 'SCADA']",24,15,2026-05-16T19:13:21.288739+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'Solar Storage Systems', 'Sustainability Mapping', 'Wind Telemetry']",21,23,2026-05-16T19:13:21.288747+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['IoT Sensor Networks', 'Microgrid Control', 'Solar Storage Systems', 'Wind Telemetry']",26,25,2026-05-16T19:13:21.289107+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",South Central Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Python', 'Solar Storage Systems', 'Sustainability Mapping', 'Wind Telemetry']",23,17,2026-05-16T19:13:21.289114+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Sustainability Data Analyst,"Michigan, USA",Southeast Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Energy Analytics', 'Grid Integration', 'IoT Sensor Networks', 'Smart Grid Cert']",32,20,2026-05-16T19:13:21.289121+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",North East Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Energy Analytics', 'Python', 'Smart Grid Cert', 'Sustainability Mapping']",19,17,2026-05-16T19:13:21.289129+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",Southeast Michigan,MATLAB Simulink Power Systems & Grid Integration,"['Grid Integration', 'Power Systems', 'Smart Grid Cert', 'Sustainability Mapping']",17,19,2026-05-16T19:13:21.289136+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Solar Storage Infrastructure Specialist,"Michigan, USA",North East Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Microgrid Control', 'Smart Grid Cert', 'Solar Storage Systems', 'Sustainability Mapping']",23,23,2026-05-16T19:13:21.289143+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",West Michigan,"SCADA Microgrid Control, IoT Sensor Fleet Nodes","['IoT Sensor Networks', 'Solar Storage Systems', 'Sustainability Mapping', 'Wind Telemetry']",32,16,2026-05-16T19:13:21.289151+00:00
Live Dynamic Tracker Pipeline (Validated Profile),Advanced Energy & CleanTech,Microgrid Controls Engineer,"Michigan, USA",Northwest Michigan,Smart Grid Architectures & Solar Storage Arrays,"['Power Systems', 'Python', 'SCADA', 'Wind Telemetry']",23,12,2026-05-16T19:13:21.289158+00:00
